invoice_no,customer_id,gender,age,category,revenue,payment_method,invoice_date,shopping_mall,year,month,day_of_week,day_of_week_num,age_group,year_month
I149426,C773702,Male,52,Cosmetics,891.94,Debit Card,2021-01-02,Kanyon,2021,1,Saturday,5,50+,2021-01
I307408,C317164,Male,68,Clothing,1337.69,Debit Card,2021-01-02,Metropol AVM,2021,1,Saturday,5,50+,2021-01
I513323,C245564,Male,44,Clothing,2513.06,Credit Card,2021-01-02,Mall of Istanbul,2021,1,Saturday,5,36-50,2021-01
I425732,C263306,Male,24,Food & Beverage,117.33,Cash,2021-01-02,Mall of Istanbul,2021,1,Saturday,5,18-25,2021-01
I146366,C332527,Female,64,Toys,928.52,Credit Card,2021-01-02,Cevahir AVM,2021,1,Saturday,5,50+,2021-01
I945983,C310668,Female,58,Souvenir,224.58,Debit Card,2021-01-02,Mall of Istanbul,2021,1,Saturday,5,50+,2021-01
I289179,C138631,Male,51,Clothing,2609.74,Credit Card,2021-01-02,Zorlu Center,2021,1,Saturday,5,50+,2021-01
I130625,C162201,Male,58,Food & Beverage,80.04,Credit Card,2021-01-02,Mall of Istanbul,2021,1,Saturday,5,50+,2021-01
I117548,C170122,Male,35,Clothing,2868.65,Debit Card,2021-01-02,Kanyon,2021,1,Saturday,5,26-35,2021-01
I143892,C198005,Female,35,Toys,890.43,Cash,2021-01-02,Cevahir AVM,2021,1,Saturday,5,26-35,2021-01
I417064,C874586,Male,19,Shoes,1234.64,Debit Card,2021-01-02,Emaar Square Mall,2021,1,Saturday,5,18-25,2021-01
I810843,C179024,Female,41,Clothing,2961.57,Cash,2021-01-02,Metrocity,2021,1,Saturday,5,36-50,2021-01
I303861,C722669,Female,29,Food & Beverage,83.66,Cash,2021-01-02,Viaport Outlet,2021,1,Saturday,5,26-35,2021-01
I219237,C365644,Male,33,Clothing,2644.11,Cash,2021-01-02,Viaport Outlet,2021,1,Saturday,5,26-35,2021-01
I157247,C108563,Male,25,Technology,2611.68,Credit Card,2021-01-02,Mall of Istanbul,2021,1,Saturday,5,18-25,2021-01
I294888,C318696,Male,50,Toys,809.49,Credit Card,2021-01-02,Mall of Istanbul,2021,1,Saturday,5,36-50,2021-01
I230325,C528977,Male,67,Clothing,1254.03,Cash,2021-01-02,Viaport Outlet,2021,1,Saturday,5,50+,2021-01
I113986,C266490,Male,49,Shoes,2085.12,Debit Card,2021-01-02,Mall of Istanbul,2021,1,Saturday,5,36-50,2021-01
I249997,C258469,Male,33,Cosmetics,883.6,Credit Card,2021-01-02,Kanyon,2021,1,Saturday,5,26-35,2021-01
I157675,C240718,Female,62,Toys,552.54,Cash,2021-01-02,Mall of Istanbul,2021,1,Saturday,5,50+,2021-01
I133347,C228000,Male,30,Cosmetics,747.25,Credit Card,2021-01-03,Istinye Park,2021,1,Sunday,6,26-35,2021-01
I278420,C153738,Female,63,Souvenir,79.81,Credit Card,2021-01-03,Forum Istanbul,2021,1,Sunday,6,50+,2021-01
I262217,C102108,Female,25,Souvenir,72.71,Cash,2021-01-03,Kanyon,2021,1,Sunday,6,18-25,2021-01
I234650,C406603,Male,38,Technology,567.31,Cash,2021-01-03,Mall of Istanbul,2021,1,Sunday,6,36-50,2021-01
I976863,C105622,Female,61,Cosmetics,202.25,Debit Card,2021-01-03,Metrocity,2021,1,Sunday,6,50+,2021-01
I116672,C145626,Female,61,Clothing,1841.92,Credit Card,2021-01-03,Mall of Istanbul,2021,1,Sunday,6,50+,2021-01
I130222,C130537,Female,36,Souvenir,296.39,Credit Card,2021-01-03,Metrocity,2021,1,Sunday,6,36-50,2021-01
I198865,C109455,Female,19,Technology,3746.52,Cash,2021-01-03,Metrocity,2021,1,Sunday,6,18-25,2021-01
I434211,C250729,Male,39,Clothing,2897.87,Debit Card,2021-01-03,Kanyon,2021,1,Sunday,6,36-50,2021-01
I207562,C227299,Female,28,Food & Beverage,104.92,Cash,2021-01-03,Istinye Park,2021,1,Sunday,6,26-35,2021-01
I229883,C587451,Female,27,Clothing,2875.58,Debit Card,2021-01-03,Metrocity,2021,1,Sunday,6,26-35,2021-01
I301237,C252629,Female,37,Food & Beverage,124.28,Credit Card,2021-01-03,Mall of Istanbul,2021,1,Sunday,6,36-50,2021-01
I170622,C257727,Male,47,Clothing,1456.22,Debit Card,2021-01-03,Viaport Outlet,2021,1,Sunday,6,36-50,2021-01
I376143,C324233,Female,47,Food & Beverage,147.68,Debit Card,2021-01-03,Metrocity,2021,1,Sunday,6,36-50,2021-01
I224309,C986287,Male,30,Cosmetics,199.66,Credit Card,2021-01-03,Forum Istanbul,2021,1,Sunday,6,26-35,2021-01
I296322,C897815,Female,18,Clothing,1337.8,Debit Card,2021-01-03,Metrocity,2021,1,Sunday,6,18-25,2021-01
I262902,C158757,Female,42,Toys,901.55,Cash,2021-01-03,Emaar Square Mall,2021,1,Sunday,6,36-50,2021-01
I306909,C578355,Female,49,Cosmetics,193.85,Credit Card,2021-01-03,Forum Istanbul,2021,1,Sunday,6,36-50,2021-01
I175471,C126963,Female,38,Shoes,2676.2,Cash,2021-01-03,Mall of Istanbul,2021,1,Sunday,6,36-50,2021-01
I157221,C763878,Female,34,Souvenir,105.12,Cash,2021-01-03,Mall of Istanbul,2021,1,Sunday,6,26-35,2021-01
I207717,C674244,Female,64,Clothing,1714.6,Debit Card,2021-01-03,Istinye Park,2021,1,Sunday,6,50+,2021-01
I276207,C599504,Female,43,Clothing,1280.33,Debit Card,2021-01-03,Viaport Outlet,2021,1,Sunday,6,36-50,2021-01
I730667,C281447,Male,31,Cosmetics,679.33,Debit Card,2021-01-03,Mall of Istanbul,2021,1,Sunday,6,26-35,2021-01
I105653,C389561,Male,57,Cosmetics,742.4,Credit Card,2021-01-03,Mall of Istanbul,2021,1,Sunday,6,50+,2021-01
I144573,C206374,Female,58,Food & Beverage,85.29,Cash,2021-01-03,Metrocity,2021,1,Sunday,6,50+,2021-01
I306751,C245308,Female,41,Shoes,1093.77,Credit Card,2021-01-03,Mall of Istanbul,2021,1,Sunday,6,36-50,2021-01
I430262,C390273,Female,30,Clothing,2933.39,Cash,2021-01-03,Viaport Outlet,2021,1,Sunday,6,26-35,2021-01
I274383,C474159,Female,67,Cosmetics,901.29,Credit Card,2021-01-03,Metropol AVM,2021,1,Sunday,6,50+,2021-01
I751649,C558262,Male,58,Toys,631.21,Credit Card,2021-01-03,Kanyon,2021,1,Sunday,6,50+,2021-01
I100567,C272165,Male,18,Toys,729.91,Credit Card,2021-01-03,Mall of Istanbul,2021,1,Sunday,6,18-25,2021-01
I336229,C333240,Female,63,Technology,3514.27,Cash,2021-01-03,Metrocity,2021,1,Sunday,6,50+,2021-01
I167597,C318928,Female,21,Clothing,1077.8,Credit Card,2021-01-03,Mall of Istanbul,2021,1,Sunday,6,18-25,2021-01
I293844,C190810,Male,38,Clothing,1684.95,Debit Card,2021-01-03,Kanyon,2021,1,Sunday,6,36-50,2021-01
I102729,C216936,Female,44,Clothing,2653.63,Credit Card,2021-01-03,Metrocity,2021,1,Sunday,6,36-50,2021-01
I289895,C154877,Female,38,Shoes,2985.24,Debit Card,2021-01-03,Zorlu Center,2021,1,Sunday,6,36-50,2021-01
I318073,C683892,Male,26,Clothing,1259.82,Cash,2021-01-03,Metrocity,2021,1,Sunday,6,26-35,2021-01
I247634,C106178,Male,46,Technology,2726.94,Cash,2021-01-03,Mall of Istanbul,2021,1,Sunday,6,36-50,2021-01
I280493,C551580,Female,65,Cosmetics,937.72,Cash,2021-01-03,Metrocity,2021,1,Sunday,6,50+,2021-01
I256609,C136143,Male,34,Cosmetics,438.87,Cash,2021-01-03,Kanyon,2021,1,Sunday,6,26-35,2021-01
I225060,C535770,Female,28,Clothing,1809.28,Credit Card,2021-01-03,Forum Istanbul,2021,1,Sunday,6,26-35,2021-01
I195003,C220002,Female,57,Clothing,1810.23,Cash,2021-01-03,Kanyon,2021,1,Sunday,6,50+,2021-01
I996290,C217818,Female,21,Clothing,1344.51,Credit Card,2021-01-03,Mall of Istanbul,2021,1,Sunday,6,18-25,2021-01
I924547,C326424,Male,53,Toys,446.41,Cash,2021-01-03,Istinye Park,2021,1,Sunday,6,50+,2021-01
I274391,C295550,Female,41,Cosmetics,899.01,Debit Card,2021-01-03,Metrocity,2021,1,Sunday,6,36-50,2021-01
I143201,C321786,Female,30,Technology,1002.95,Debit Card,2021-01-03,Kanyon,2021,1,Sunday,6,26-35,2021-01
I275392,C126776,Female,41,Books,360.48,Cash,2021-01-03,Metrocity,2021,1,Sunday,6,36-50,2021-01
I138283,C133497,Female,36,Clothing,1064.13,Credit Card,2021-01-03,Mall of Istanbul,2021,1,Sunday,6,36-50,2021-01
I427402,C258732,Female,42,Food & Beverage,80.35,Cash,2021-01-03,Metrocity,2021,1,Sunday,6,36-50,2021-01
I266409,C803776,Female,27,Clothing,1278.92,Credit Card,2021-01-03,Istinye Park,2021,1,Sunday,6,26-35,2021-01
I285429,C256134,Male,20,Technology,517.38,Credit Card,2021-01-03,Metrocity,2021,1,Sunday,6,18-25,2021-01
I713258,C219983,Male,23,Clothing,2933.32,Cash,2021-01-03,Kanyon,2021,1,Sunday,6,18-25,2021-01
I192800,C224736,Male,43,Clothing,1743.18,Credit Card,2021-01-03,Metropol AVM,2021,1,Sunday,6,36-50,2021-01
I880176,C112051,Female,58,Cosmetics,123.63,Cash,2021-01-03,Istinye Park,2021,1,Sunday,6,50+,2021-01
I245347,C200063,Male,34,Toys,485.95,Credit Card,2021-01-03,Cevahir AVM,2021,1,Sunday,6,26-35,2021-01
I325652,C101038,Female,45,Clothing,1177.42,Debit Card,2021-01-03,Forum Istanbul,2021,1,Sunday,6,36-50,2021-01
I278742,C250670,Male,63,Clothing,2609.88,Debit Card,2021-01-03,Zorlu Center,2021,1,Sunday,6,50+,2021-01
I305896,C164067,Female,35,Clothing,1843.74,Debit Card,2021-01-03,Cevahir AVM,2021,1,Sunday,6,26-35,2021-01
I140651,C323981,Female,68,Clothing,2405.72,Cash,2021-01-03,Metropol AVM,2021,1,Sunday,6,50+,2021-01
I287328,C986536,Male,56,Cosmetics,860.09,Cash,2021-01-03,Mall of Istanbul,2021,1,Sunday,6,50+,2021-01
I341952,C138967,Female,44,Clothing,1072.25,Credit Card,2021-01-03,Emaar Square Mall,2021,1,Sunday,6,36-50,2021-01
I210889,C867522,Female,59,Clothing,1253.43,Credit Card,2021-01-03,Emaar Square Mall,2021,1,Sunday,6,50+,2021-01
I527800,C388379,Male,69,Cosmetics,801.77,Credit Card,2021-01-03,Kanyon,2021,1,Sunday,6,50+,2021-01
I136997,C999000,Female,24,Food & Beverage,51.35,Cash,2021-01-03,Viaport Outlet,2021,1,Sunday,6,18-25,2021-01
I190392,C174969,Female,36,Clothing,2330.69,Cash,2021-01-03,Metropol AVM,2021,1,Sunday,6,36-50,2021-01
I209706,C271806,Male,29,Toys,592.66,Debit Card,2021-01-03,Metrocity,2021,1,Sunday,6,26-35,2021-01
I645722,C267877,Male,65,Clothing,2733.27,Credit Card,2021-01-03,Forum Istanbul,2021,1,Sunday,6,50+,2021-01
I321916,C349947,Male,25,Souvenir,114.19,Cash,2021-01-03,Metrocity,2021,1,Sunday,6,18-25,2021-01
I227296,C274806,Male,45,Food & Beverage,123.54,Cash,2021-01-03,Metropol AVM,2021,1,Sunday,6,36-50,2021-01
I307057,C145871,Female,53,Clothing,2164.7,Credit Card,2021-01-03,Cevahir AVM,2021,1,Sunday,6,50+,2021-01
I195686,C610647,Female,63,Clothing,1022.95,Cash,2021-01-03,Metrocity,2021,1,Sunday,6,50+,2021-01
I255459,C823798,Female,58,Cosmetics,131.35,Credit Card,2021-01-03,Kanyon,2021,1,Sunday,6,50+,2021-01
I365399,C343037,Male,61,Food & Beverage,55.28,Cash,2021-01-03,Forum Istanbul,2021,1,Sunday,6,50+,2021-01
I249212,C816399,Male,60,Books,192.77,Cash,2021-01-03,Mall of Istanbul,2021,1,Sunday,6,50+,2021-01
I190418,C105332,Female,28,Clothing,2218.57,Cash,2021-01-03,Kanyon,2021,1,Sunday,6,26-35,2021-01
I319927,C137783,Female,26,Clothing,2250.52,Credit Card,2021-01-03,Kanyon,2021,1,Sunday,6,26-35,2021-01
I291637,C142705,Female,67,Shoes,2516.44,Cash,2021-01-03,Kanyon,2021,1,Sunday,6,50+,2021-01
I168922,C117552,Female,53,Clothing,1292.32,Cash,2021-01-03,Forum Istanbul,2021,1,Sunday,6,50+,2021-01
I280860,C139407,Female,35,Clothing,1231.3,Credit Card,2021-01-03,Istinye Park,2021,1,Sunday,6,26-35,2021-01
I845245,C202377,Male,45,Cosmetics,297.47,Credit Card,2021-01-03,Metropol AVM,2021,1,Sunday,6,36-50,2021-01
I169201,C289809,Female,40,Books,443.31,Cash,2021-01-03,Istinye Park,2021,1,Sunday,6,36-50,2021-01
I118610,C217816,Female,38,Books,239.17,Cash,2021-01-03,Kanyon,2021,1,Sunday,6,36-50,2021-01
I194108,C147787,Female,50,Clothing,1127.25,Cash,2021-01-03,Zorlu Center,2021,1,Sunday,6,36-50,2021-01
I420079,C206412,Male,38,Clothing,1535.32,Credit Card,2021-01-03,Kanyon,2021,1,Sunday,6,36-50,2021-01
I805138,C189342,Female,26,Cosmetics,837.02,Cash,2021-01-03,Kanyon,2021,1,Sunday,6,26-35,2021-01
I185019,C148815,Female,55,Food & Beverage,119.15,Cash,2021-01-03,Metrocity,2021,1,Sunday,6,50+,2021-01
I312080,C333994,Female,41,Food & Beverage,140.25,Credit Card,2021-01-03,Kanyon,2021,1,Sunday,6,36-50,2021-01
I125815,C171524,Male,29,Clothing,1631.15,Credit Card,2021-01-03,Viaport Outlet,2021,1,Sunday,6,26-35,2021-01
I565410,C959538,Female,56,Cosmetics,396.14,Debit Card,2021-01-03,Viaport Outlet,2021,1,Sunday,6,50+,2021-01
I329007,C243523,Female,42,Cosmetics,574.47,Credit Card,2021-01-03,Istinye Park,2021,1,Sunday,6,36-50,2021-01
I252437,C281585,Male,30,Books,314.31,Credit Card,2021-01-03,Istinye Park,2021,1,Sunday,6,26-35,2021-01
I333864,C643676,Female,47,Clothing,2586.17,Cash,2021-01-03,Viaport Outlet,2021,1,Sunday,6,36-50,2021-01
I747566,C129930,Female,48,Food & Beverage,124.65,Debit Card,2021-01-03,Kanyon,2021,1,Sunday,6,36-50,2021-01
I336085,C109972,Female,63,Toys,333.09,Credit Card,2021-01-03,Metropol AVM,2021,1,Sunday,6,50+,2021-01
I298156,C288460,Female,68,Food & Beverage,79.82,Debit Card,2021-01-03,Forum Istanbul,2021,1,Sunday,6,50+,2021-01
I125819,C192711,Female,55,Clothing,1248.91,Cash,2021-01-03,Kanyon,2021,1,Sunday,6,50+,2021-01
I278498,C292506,Female,33,Clothing,1456.39,Debit Card,2021-01-03,Kanyon,2021,1,Sunday,6,26-35,2021-01
I337335,C942595,Male,24,Technology,2800.53,Cash,2021-01-03,Forum Istanbul,2021,1,Sunday,6,18-25,2021-01
I255611,C144203,Female,65,Toys,565.34,Debit Card,2021-01-03,Metrocity,2021,1,Sunday,6,50+,2021-01
I362469,C241312,Male,52,Clothing,1957.78,Debit Card,2021-01-03,Kanyon,2021,1,Sunday,6,50+,2021-01
I306063,C645479,Male,42,Food & Beverage,137.42,Debit Card,2021-01-03,Istinye Park,2021,1,Sunday,6,36-50,2021-01
I137037,C298588,Female,53,Toys,671.96,Credit Card,2021-01-03,Mall of Istanbul,2021,1,Sunday,6,50+,2021-01
I798213,C662958,Female,20,Shoes,2581.62,Cash,2021-01-03,Metropol AVM,2021,1,Sunday,6,18-25,2021-01
I320908,C272509,Female,32,Shoes,1059.05,Cash,2021-01-03,Metropol AVM,2021,1,Sunday,6,26-35,2021-01
I628727,C335196,Male,57,Shoes,2956.63,Credit Card,2021-01-03,Kanyon,2021,1,Sunday,6,50+,2021-01
I338516,C308070,Male,47,Cosmetics,404.89,Credit Card,2021-01-03,Istinye Park,2021,1,Sunday,6,36-50,2021-01
I168309,C182517,Female,49,Clothing,2856.11,Cash,2021-01-03,Mall of Istanbul,2021,1,Sunday,6,36-50,2021-01
I939222,C156906,Male,56,Souvenir,226.61,Credit Card,2021-01-03,Cevahir AVM,2021,1,Sunday,6,50+,2021-01
I271213,C209559,Female,35,Shoes,2740.54,Credit Card,2021-01-03,Cevahir AVM,2021,1,Sunday,6,26-35,2021-01
I139191,C189543,Male,54,Technology,612.79,Cash,2021-01-03,Cevahir AVM,2021,1,Sunday,6,50+,2021-01
I336775,C529256,Female,66,Clothing,2983.48,Credit Card,2021-01-03,Istinye Park,2021,1,Sunday,6,50+,2021-01
I171723,C302896,Female,56,Technology,2210.83,Cash,2021-01-03,Mall of Istanbul,2021,1,Sunday,6,50+,2021-01
I317897,C107320,Male,52,Shoes,1921.96,Cash,2021-01-03,Metrocity,2021,1,Sunday,6,50+,2021-01
I137921,C211376,Male,18,Clothing,2584.42,Cash,2021-01-03,Metrocity,2021,1,Sunday,6,18-25,2021-01
I289932,C328675,Female,31,Food & Beverage,143.32,Credit Card,2021-01-03,Viaport Outlet,2021,1,Sunday,6,26-35,2021-01
I328157,C180125,Female,65,Food & Beverage,86.23,Cash,2021-01-03,Kanyon,2021,1,Sunday,6,50+,2021-01
I237270,C225173,Female,33,Clothing,2599.7,Cash,2021-01-03,Istinye Park,2021,1,Sunday,6,26-35,2021-01
I402134,C484596,Female,59,Toys,739.75,Cash,2021-01-03,Mall of Istanbul,2021,1,Sunday,6,50+,2021-01
I738672,C143526,Female,49,Clothing,1452.11,Credit Card,2021-01-03,Metropol AVM,2021,1,Sunday,6,36-50,2021-01
I334948,C839016,Female,36,Clothing,1768.54,Cash,2021-01-03,Metropol AVM,2021,1,Sunday,6,36-50,2021-01
I288477,C140377,Female,66,Clothing,1355.4,Debit Card,2021-01-03,Kanyon,2021,1,Sunday,6,50+,2021-01
I219095,C308408,Male,57,Clothing,1985.76,Credit Card,2021-01-03,Viaport Outlet,2021,1,Sunday,6,50+,2021-01
I486354,C143639,Female,59,Cosmetics,994.95,Cash,2021-01-03,Mall of Istanbul,2021,1,Sunday,6,50+,2021-01
I145138,C274236,Female,49,Food & Beverage,79.67,Cash,2021-01-03,Kanyon,2021,1,Sunday,6,36-50,2021-01
I159307,C331895,Female,32,Food & Beverage,120.63,Credit Card,2021-01-03,Istinye Park,2021,1,Sunday,6,26-35,2021-01
I580869,C328232,Male,30,Technology,1733.89,Debit Card,2021-01-03,Metrocity,2021,1,Sunday,6,26-35,2021-01
I142738,C208738,Male,24,Clothing,2089.78,Credit Card,2021-01-03,Kanyon,2021,1,Sunday,6,18-25,2021-01
I135708,C261440,Male,41,Clothing,1515.63,Credit Card,2021-01-03,Mall of Istanbul,2021,1,Sunday,6,36-50,2021-01
I221113,C111614,Male,61,Clothing,2519.27,Credit Card,2021-01-03,Cevahir AVM,2021,1,Sunday,6,50+,2021-01
I118832,C698107,Female,45,Clothing,2628.51,Cash,2021-01-03,Mall of Istanbul,2021,1,Sunday,6,36-50,2021-01
I331807,C191552,Female,62,Toys,780.72,Debit Card,2021-01-03,Mall of Istanbul,2021,1,Sunday,6,50+,2021-01
I168937,C206705,Female,26,Food & Beverage,58.58,Debit Card,2021-01-03,Istinye Park,2021,1,Sunday,6,26-35,2021-01
I111023,C139495,Female,42,Clothing,2227.1,Credit Card,2021-01-03,Metrocity,2021,1,Sunday,6,36-50,2021-01
I198818,C386596,Female,53,Clothing,1096.47,Credit Card,2021-01-03,Cevahir AVM,2021,1,Sunday,6,50+,2021-01
I965969,C129717,Female,40,Clothing,1983.4,Cash,2021-01-03,Metropol AVM,2021,1,Sunday,6,36-50,2021-01
I193478,C261364,Female,48,Food & Beverage,130.72,Credit Card,2021-01-03,Viaport Outlet,2021,1,Sunday,6,36-50,2021-01
I175169,C750811,Male,60,Shoes,2198.19,Credit Card,2021-01-03,Metrocity,2021,1,Sunday,6,50+,2021-01
I279805,C306328,Male,67,Books,195.53,Cash,2021-01-03,Mall of Istanbul,2021,1,Sunday,6,50+,2021-01
I272974,C108362,Female,44,Food & Beverage,63.12,Cash,2021-01-04,Zorlu Center,2021,1,Monday,0,36-50,2021-01
I170646,C777727,Male,69,Souvenir,219.04,Cash,2021-01-04,Mall of Istanbul,2021,1,Monday,0,50+,2021-01
I300408,C386044,Male,48,Clothing,2575.93,Cash,2021-01-04,Zorlu Center,2021,1,Monday,0,36-50,2021-01
I298272,C229010,Male,33,Cosmetics,588.46,Debit Card,2021-01-04,Zorlu Center,2021,1,Monday,0,26-35,2021-01
I127806,C281175,Female,32,Clothing,2728.54,Cash,2021-01-04,Viaport Outlet,2021,1,Monday,0,26-35,2021-01
I154512,C147514,Male,40,Toys,451.84,Cash,2021-01-04,Mall of Istanbul,2021,1,Monday,0,36-50,2021-01
I329309,C369070,Female,38,Cosmetics,609.71,Cash,2021-01-04,Viaport Outlet,2021,1,Monday,0,36-50,2021-01
I100462,C363980,Female,46,Souvenir,172.97,Cash,2021-01-04,Metropol AVM,2021,1,Monday,0,36-50,2021-01
I569978,C231894,Male,26,Shoes,1316.04,Cash,2021-01-04,Metropol AVM,2021,1,Monday,0,26-35,2021-01
I378630,C200213,Female,31,Clothing,2928.38,Cash,2021-01-04,Metropol AVM,2021,1,Monday,0,26-35,2021-01
I478195,C300494,Female,61,Technology,4097.79,Credit Card,2021-01-04,Metropol AVM,2021,1,Monday,0,50+,2021-01
I231879,C105463,Female,67,Clothing,2340.25,Credit Card,2021-01-04,Viaport Outlet,2021,1,Monday,0,50+,2021-01
I434537,C318490,Male,41,Toys,737.31,Cash,2021-01-04,Viaport Outlet,2021,1,Monday,0,36-50,2021-01
I167679,C422202,Male,66,Clothing,2288.16,Cash,2021-01-04,Mall of Istanbul,2021,1,Monday,0,50+,2021-01
I299148,C270146,Female,43,Food & Beverage,95.62,Credit Card,2021-01-04,Kanyon,2021,1,Monday,0,36-50,2021-01
I297296,C178652,Male,41,Toys,162.81,Cash,2021-01-04,Viaport Outlet,2021,1,Monday,0,36-50,2021-01
I173763,C312967,Female,58,Clothing,1043.52,Cash,2021-01-04,Forum Istanbul,2021,1,Monday,0,50+,2021-01
I189523,C827888,Female,57,Food & Beverage,51.53,Debit Card,2021-01-04,Emaar Square Mall,2021,1,Monday,0,50+,2021-01
I730718,C825889,Male,24,Clothing,1833.84,Cash,2021-01-04,Kanyon,2021,1,Monday,0,18-25,2021-01
I618246,C236071,Female,44,Food & Beverage,137.73,Cash,2021-01-04,Kanyon,2021,1,Monday,0,36-50,2021-01
I107881,C284474,Male,19,Cosmetics,411.0,Debit Card,2021-01-04,Istinye Park,2021,1,Monday,0,18-25,2021-01
I281781,C316686,Female,26,Toys,593.53,Credit Card,2021-01-04,Kanyon,2021,1,Monday,0,26-35,2021-01
I261187,C545086,Female,66,Shoes,1415.09,Credit Card,2021-01-04,Kanyon,2021,1,Monday,0,50+,2021-01
I116810,C333057,Female,26,Food & Beverage,144.44,Debit Card,2021-01-04,Forum Istanbul,2021,1,Monday,0,26-35,2021-01
I171519,C287953,Female,64,Toys,915.47,Cash,2021-01-04,Kanyon,2021,1,Monday,0,50+,2021-01
I104180,C123055,Female,27,Shoes,1450.46,Cash,2021-01-04,Zorlu Center,2021,1,Monday,0,26-35,2021-01
I682927,C219309,Male,30,Clothing,2292.7,Credit Card,2021-01-04,Mall of Istanbul,2021,1,Monday,0,26-35,2021-01
I685823,C568876,Female,38,Technology,813.34,Cash,2021-01-04,Kanyon,2021,1,Monday,0,36-50,2021-01
I247351,C622555,Female,25,Clothing,1692.99,Credit Card,2021-01-04,Metrocity,2021,1,Monday,0,18-25,2021-01
I216629,C270800,Male,29,Clothing,1494.8,Credit Card,2021-01-04,Metrocity,2021,1,Monday,0,26-35,2021-01
I273857,C315011,Female,59,Shoes,2456.37,Debit Card,2021-01-04,Mall of Istanbul,2021,1,Monday,0,50+,2021-01
I135257,C148534,Female,21,Cosmetics,807.82,Debit Card,2021-01-04,Mall of Istanbul,2021,1,Monday,0,18-25,2021-01
I145675,C331380,Female,23,Clothing,2718.79,Credit Card,2021-01-04,Kanyon,2021,1,Monday,0,18-25,2021-01
I281912,C315116,Male,36,Shoes,1626.24,Cash,2021-01-04,Metropol AVM,2021,1,Monday,0,36-50,2021-01
I232182,C204448,Female,52,Food & Beverage,68.08,Credit Card,2021-01-04,Istinye Park,2021,1,Monday,0,50+,2021-01
I877995,C155910,Male,61,Clothing,2188.2,Cash,2021-01-04,Emaar Square Mall,2021,1,Monday,0,50+,2021-01
I524244,C678631,Male,49,Clothing,2883.2,Debit Card,2021-01-04,Mall of Istanbul,2021,1,Monday,0,36-50,2021-01
I121477,C744113,Male,34,Cosmetics,219.07,Credit Card,2021-01-04,Metropol AVM,2021,1,Monday,0,26-35,2021-01
I299003,C271265,Male,43,Clothing,2273.91,Credit Card,2021-01-04,Kanyon,2021,1,Monday,0,36-50,2021-01
I268033,C260000,Female,68,Food & Beverage,132.58,Credit Card,2021-01-04,Kanyon,2021,1,Monday,0,50+,2021-01
I671022,C161392,Male,57,Clothing,1957.58,Cash,2021-01-04,Metrocity,2021,1,Monday,0,50+,2021-01
I185142,C200592,Female,22,Souvenir,228.16,Cash,2021-01-04,Metrocity,2021,1,Monday,0,18-25,2021-01
I177287,C234844,Male,39,Cosmetics,170.77,Credit Card,2021-01-04,Metropol AVM,2021,1,Monday,0,36-50,2021-01
I131138,C332468,Male,41,Books,436.34,Cash,2021-01-04,Metrocity,2021,1,Monday,0,36-50,2021-01
I274018,C102404,Female,52,Food & Beverage,60.36,Cash,2021-01-04,Emaar Square Mall,2021,1,Monday,0,50+,2021-01
I845572,C274948,Male,21,Clothing,1651.12,Debit Card,2021-01-04,Metropol AVM,2021,1,Monday,0,18-25,2021-01
I333789,C259086,Female,35,Cosmetics,283.53,Credit Card,2021-01-04,Kanyon,2021,1,Monday,0,26-35,2021-01
I953135,C201645,Male,42,Toys,874.17,Cash,2021-01-04,Zorlu Center,2021,1,Monday,0,36-50,2021-01
I333541,C821010,Male,57,Souvenir,54.45,Cash,2021-01-04,Metropol AVM,2021,1,Monday,0,50+,2021-01
I317013,C544528,Male,52,Cosmetics,649.4,Cash,2021-01-04,Cevahir AVM,2021,1,Monday,0,50+,2021-01
I219484,C493075,Male,43,Cosmetics,503.32,Debit Card,2021-01-04,Metrocity,2021,1,Monday,0,36-50,2021-01
