invoice_no,customer_id,gender,age,category,revenue,payment_method,invoice_date,shopping_mall
I262902,C158757,Female,42,Toys,901.55,Cash,2021-01-03,Emaar Square Mall
I138283,C133497,Female,36,Clothing,1064.13,Credit Card,2021-01-03,Mall of Istanbul
I224309,C986287,Male,30,Cosmetics,199.66,Credit Card,2021-01-03,Forum Istanbul
I229883,C587451,Female,27,Clothing,2875.58,Debit Card,2021-01-03,Metrocity
I301237,C252629,Female,37,Food & Beverage,124.28,Credit Card,2021-01-03,Mall of Istanbul
I133347,C228000,Male,30,Cosmetics,747.25,Credit Card,2021-01-03,Istinye Park
I278420,C153738,Female,63,Souvenir,79.81,Credit Card,2021-01-03,Forum Istanbul
I285429,C256134,Male,20,Technology,517.38,Credit Card,2021-01-03,Metrocity
I116672,C145626,Female,61,Clothing,1841.92,Credit Card,2021-01-03,Mall of Istanbul
I976863,C105622,Female,61,Cosmetics,202.25,Debit Card,2021-01-03,Metrocity
I100567,C272165,Male,18,Toys,729.91,Credit Card,2021-01-03,Mall of Istanbul
I198865,C109455,Female,19,Technology,3746.52,Cash,2021-01-03,Metrocity
I130222,C130537,Female,36,Souvenir,296.39,Credit Card,2021-01-03,Metrocity
I434211,C250729,Male,39,Clothing,2897.87,Debit Card,2021-01-03,Kanyon
I207562,C227299,Female,28,Food & Beverage,104.92,Cash,2021-01-03,Istinye Park
I170622,C257727,Male,47,Clothing,1456.22,Debit Card,2021-01-03,Viaport Outlet
I234650,C406603,Male,38,Technology,567.31,Cash,2021-01-03,Mall of Istanbul
I751649,C558262,Male,58,Toys,631.21,Credit Card,2021-01-03,Kanyon
I376143,C324233,Female,47,Food & Beverage,147.68,Debit Card,2021-01-03,Metrocity
I713258,C219983,Male,23,Clothing,2933.32,Cash,2021-01-03,Kanyon
I880176,C112051,Female,58,Cosmetics,123.63,Cash,2021-01-03,Istinye Park
I645722,C267877,Male,65,Clothing,2733.27,Credit Card,2021-01-03,Forum Istanbul
I209706,C271806,Male,29,Toys,592.66,Debit Card,2021-01-03,Metrocity
I190392,C174969,Female,36,Clothing,2330.69,Cash,2021-01-03,Metropol AVM
I136997,C999000,Female,24,Food & Beverage,51.35,Cash,2021-01-03,Viaport Outlet
I527800,C388379,Male,69,Cosmetics,801.77,Credit Card,2021-01-03,Kanyon
I210889,C867522,Female,59,Clothing,1253.43,Credit Card,2021-01-03,Emaar Square Mall
I341952,C138967,Female,44,Clothing,1072.25,Credit Card,2021-01-03,Emaar Square Mall
I245347,C200063,Male,34,Toys,485.95,Credit Card,2021-01-03,Cevahir AVM
I140651,C323981,Female,68,Clothing,2405.72,Cash,2021-01-03,Metropol AVM
I305896,C164067,Female,35,Clothing,1843.74,Debit Card,2021-01-03,Cevahir AVM
I278742,C250670,Male,63,Clothing,2609.88,Debit Card,2021-01-03,Zorlu Center
I325652,C101038,Female,45,Clothing,1177.42,Debit Card,2021-01-03,Forum Istanbul
I333864,C643676,Female,47,Clothing,2586.17,Cash,2021-01-03,Viaport Outlet
I287328,C986536,Male,56,Cosmetics,860.09,Cash,2021-01-03,Mall of Istanbul
I192800,C224736,Male,43,Clothing,1743.18,Credit Card,2021-01-03,Metropol AVM
I321916,C349947,Male,25,Souvenir,114.19,Cash,2021-01-03,Metrocity
I195003,C220002,Female,57,Clothing,1810.23,Cash,2021-01-03,Kanyon
I280493,C551580,Female,65,Cosmetics,937.72,Cash,2021-01-03,Metrocity
I102729,C216936,Female,44,Clothing,2653.63,Credit Card,2021-01-03,Metrocity
I143201,C321786,Female,30,Technology,1002.95,Debit Card,2021-01-03,Kanyon
I225060,C535770,Female,28,Clothing,1809.28,Credit Card,2021-01-03,Forum Istanbul
I289895,C154877,Female,38,Shoes,2985.24,Debit Card,2021-01-03,Zorlu Center
I318073,C683892,Male,26,Clothing,1259.82,Cash,2021-01-03,Metrocity
I247634,C106178,Male,46,Technology,2726.94,Cash,2021-01-03,Mall of Istanbul
I256609,C136143,Male,34,Cosmetics,438.87,Cash,2021-01-03,Kanyon
I266409,C803776,Female,27,Clothing,1278.92,Credit Card,2021-01-03,Istinye Park
I924547,C326424,Male,53,Toys,446.41,Cash,2021-01-03,Istinye Park
I996290,C217818,Female,21,Clothing,1344.51,Credit Card,2021-01-03,Mall of Istanbul
I293844,C190810,Male,38,Clothing,1684.95,Debit Card,2021-01-03,Kanyon
I275392,C126776,Female,41,Books,360.48,Cash,2021-01-03,Metrocity
I167597,C318928,Female,21,Clothing,1077.8,Credit Card,2021-01-03,Mall of Istanbul
I274391,C295550,Female,41,Cosmetics,899.01,Debit Card,2021-01-03,Metrocity
I313311,C256235,Female,51,Food & Beverage,143.08,Credit Card,2021-01-04,Kanyon
I109971,C252455,Male,65,Shoes,1119.18,Cash,2021-01-04,Zorlu Center
I996506,C132538,Male,69,Cosmetics,881.73,Credit Card,2021-01-04,Kanyon
I243146,C272279,Male,51,Clothing,1096.6,Credit Card,2021-01-04,Metrocity
I116276,C815123,Female,23,Food & Beverage,149.3,Credit Card,2021-01-04,Mall of Istanbul
I333357,C248617,Female,50,Clothing,2535.69,Credit Card,2021-01-04,Cevahir AVM
I638658,C151205,Female,57,Cosmetics,654.87,Credit Card,2021-01-04,Metropol AVM
I215222,C212415,Female,48,Clothing,2746.27,Cash,2021-01-04,Forum Istanbul
I228271,C267069,Female,19,Cosmetics,812.93,Cash,2021-01-04,Emaar Square Mall
I151111,C205824,Female,60,Souvenir,88.56,Credit Card,2021-01-04,Metrocity
I283432,C152066,Male,53,Clothing,2768.83,Cash,2021-01-04,Forum Istanbul
I216870,C745506,Male,37,Shoes,1767.21,Cash,2021-01-04,Kanyon
I143352,C189802,Female,33,Toys,951.7,Credit Card,2021-01-04,Zorlu Center
I301066,C212680,Female,41,Books,441.76,Credit Card,2021-01-04,Metrocity
I306566,C301332,Female,20,Food & Beverage,58.91,Cash,2021-01-04,Mall of Istanbul
I188884,C562043,Male,42,Food & Beverage,141.84,Cash,2021-01-04,Forum Istanbul
I668890,C731497,Female,37,Shoes,2707.86,Cash,2021-01-04,Mall of Istanbul
I124088,C156817,Male,20,Technology,4202.11,Credit Card,2021-01-04,Mall of Istanbul
I136000,C304322,Female,19,Clothing,2746.42,Cash,2021-01-04,Viaport Outlet
I297607,C214739,Male,47,Clothing,2048.8,Credit Card,2021-01-04,Zorlu Center
I283292,C194926,Female,54,Cosmetics,945.02,Credit Card,2021-01-04,Metrocity
I308369,C574098,Male,35,Food & Beverage,92.51,Debit Card,2021-01-04,Metrocity
I946274,C806853,Female,45,Shoes,2496.11,Cash,2021-01-04,Kanyon
I278169,C248910,Male,61,Books,405.53,Debit Card,2021-01-04,Kanyon
I207428,C107425,Female,49,Toys,627.66,Cash,2021-01-04,Kanyon
I297716,C238659,Male,19,Food & Beverage,115.55,Credit Card,2021-01-04,Mall of Istanbul
I475070,C125821,Male,21,Clothing,2564.26,Cash,2021-01-04,Forum Istanbul
I796191,C718960,Female,26,Toys,926.73,Credit Card,2021-01-04,Metrocity
I564883,C339105,Female,64,Clothing,2371.81,Cash,2021-01-04,Kanyon
I240325,C244696,Male,54,Clothing,2692.67,Debit Card,2021-01-04,Kanyon
I186247,C961586,Male,26,Toys,656.96,Credit Card,2021-01-04,Forum Istanbul
I236800,C280471,Female,37,Toys,623.52,Cash,2021-01-04,Cevahir AVM
I221592,C639186,Male,38,Clothing,2251.25,Debit Card,2021-01-04,Emaar Square Mall
I164985,C613533,Female,46,Clothing,2217.35,Cash,2021-01-04,Mall of Istanbul
I135519,C211986,Male,41,Food & Beverage,125.67,Cash,2021-01-04,Metrocity
I638345,C177255,Female,58,Books,402.44,Debit Card,2021-01-04,Mall of Istanbul
I133834,C110963,Female,35,Shoes,2821.76,Credit Card,2021-01-04,Kanyon
I318508,C872404,Female,27,Clothing,2897.53,Debit Card,2021-01-04,Metrocity
I715941,C299021,Male,64,Shoes,1747.14,Cash,2021-01-04,Mall of Istanbul
I248781,C818185,Male,49,Cosmetics,939.77,Debit Card,2021-01-04,Istinye Park
I210694,C284791,Male,28,Clothing,1994.47,Credit Card,2021-01-04,Cevahir AVM
I147082,C443765,Female,64,Clothing,2055.41,Cash,2021-01-04,Viaport Outlet
I282129,C175319,Female,42,Toys,706.46,Cash,2021-01-04,Zorlu Center
I131138,C332468,Male,41,Books,436.34,Cash,2021-01-04,Metrocity
I310077,C487222,Male,59,Books,266.17,Cash,2021-01-04,Kanyon
I208355,C262969,Female,58,Clothing,1030.97,Debit Card,2021-01-04,Kanyon
I199109,C287834,Female,18,Food & Beverage,120.66,Cash,2021-01-04,Mall of Istanbul
I195825,C763084,Male,36,Clothing,1992.42,Cash,2021-01-04,Mall of Istanbul
I301487,C740298,Female,52,Shoes,1184.35,Credit Card,2021-01-04,Emaar Square Mall
I811633,C368831,Male,46,Souvenir,102.89,Credit Card,2021-01-04,Forum Istanbul
I327131,C241971,Female,39,Clothing,2612.62,Cash,2021-01-04,Zorlu Center
I301595,C165105,Female,29,Toys,328.85,Debit Card,2021-01-04,Kanyon
I106906,C173692,Male,31,Clothing,1516.97,Debit Card,2021-01-04,Zorlu Center
I728439,C246432,Female,26,Cosmetics,947.92,Credit Card,2021-01-04,Kanyon
I674206,C136457,Male,27,Clothing,2537.45,Credit Card,2021-01-04,Metrocity
I331841,C266198,Female,69,Clothing,2954.49,Cash,2021-01-04,Kanyon
I302123,C172146,Female,32,Clothing,1501.21,Cash,2021-01-04,Cevahir AVM
I187662,C876633,Female,47,Shoes,1953.87,Cash,2021-01-04,Mall of Istanbul
I329218,C122031,Female,66,Clothing,2408.76,Credit Card,2021-01-04,Metropol AVM
I309489,C241615,Male,65,Souvenir,297.0,Debit Card,2021-01-04,Metrocity
I843249,C211245,Male,53,Cosmetics,596.99,Cash,2021-01-04,Kanyon
I116749,C363231,Male,54,Clothing,1308.36,Credit Card,2021-01-04,Emaar Square Mall
I116810,C333057,Female,26,Food & Beverage,144.44,Debit Card,2021-01-04,Forum Istanbul
I261187,C545086,Female,66,Shoes,1415.09,Credit Card,2021-01-04,Kanyon
I281781,C316686,Female,26,Toys,593.53,Credit Card,2021-01-04,Kanyon
I107881,C284474,Male,19,Cosmetics,411.0,Debit Card,2021-01-04,Istinye Park
I618246,C236071,Female,44,Food & Beverage,137.73,Cash,2021-01-04,Kanyon
I167679,C422202,Male,66,Clothing,2288.16,Cash,2021-01-04,Mall of Istanbul
I272974,C108362,Female,44,Food & Beverage,63.12,Cash,2021-01-04,Zorlu Center
I730718,C825889,Male,24,Clothing,1833.84,Cash,2021-01-04,Kanyon
I189523,C827888,Female,57,Food & Beverage,51.53,Debit Card,2021-01-04,Emaar Square Mall
I173763,C312967,Female,58,Clothing,1043.52,Cash,2021-01-04,Forum Istanbul
I297296,C178652,Male,41,Toys,162.81,Cash,2021-01-04,Viaport Outlet
I682927,C219309,Male,30,Clothing,2292.7,Credit Card,2021-01-04,Mall of Istanbul
I273857,C315011,Female,59,Shoes,2456.37,Debit Card,2021-01-04,Mall of Istanbul
I300408,C386044,Male,48,Clothing,2575.93,Cash,2021-01-04,Zorlu Center
I231879,C105463,Female,67,Clothing,2340.25,Credit Card,2021-01-04,Viaport Outlet
I478195,C300494,Female,61,Technology,4097.79,Credit Card,2021-01-04,Metropol AVM
I378630,C200213,Female,31,Clothing,2928.38,Cash,2021-01-04,Metropol AVM
I569978,C231894,Male,26,Shoes,1316.04,Cash,2021-01-04,Metropol AVM
I100462,C363980,Female,46,Souvenir,172.97,Cash,2021-01-04,Metropol AVM
I329309,C369070,Female,38,Cosmetics,609.71,Cash,2021-01-04,Viaport Outlet
I154512,C147514,Male,40,Toys,451.84,Cash,2021-01-04,Mall of Istanbul
I170646,C777727,Male,69,Souvenir,219.04,Cash,2021-01-04,Mall of Istanbul
I434537,C318490,Male,41,Toys,737.31,Cash,2021-01-04,Viaport Outlet
I127806,C281175,Female,32,Clothing,2728.54,Cash,2021-01-04,Viaport Outlet
I298272,C229010,Male,33,Cosmetics,588.46,Debit Card,2021-01-04,Zorlu Center
I685823,C568876,Female,38,Technology,813.34,Cash,2021-01-04,Kanyon
I171519,C287953,Female,64,Toys,915.47,Cash,2021-01-04,Kanyon
I299148,C270146,Female,43,Food & Beverage,95.62,Credit Card,2021-01-04,Kanyon
I216629,C270800,Male,29,Clothing,1494.8,Credit Card,2021-01-04,Metrocity
I219484,C493075,Male,43,Cosmetics,503.32,Debit Card,2021-01-04,Metrocity
I142501,C257662,Female,19,Food & Beverage,129.36,Cash,2021-01-04,Kanyon
I194873,C198852,Female,39,Souvenir,248.72,Credit Card,2021-01-04,Istinye Park
I869311,C317362,Male,46,Food & Beverage,91.32,Cash,2021-01-04,Metrocity
I849331,C266457,Female,47,Food & Beverage,86.97,Credit Card,2021-01-04,Mall of Istanbul
I300189,C147160,Male,46,Food & Beverage,55.58,Credit Card,2021-01-04,Forum Istanbul
I232027,C279320,Male,41,Cosmetics,382.78,Cash,2021-01-04,Emaar Square Mall
I274018,C102404,Female,52,Food & Beverage,60.36,Cash,2021-01-04,Emaar Square Mall
I317013,C544528,Male,52,Cosmetics,649.4,Cash,2021-01-04,Cevahir AVM
I333541,C821010,Male,57,Souvenir,54.45,Cash,2021-01-04,Metropol AVM
I953135,C201645,Male,42,Toys,874.17,Cash,2021-01-04,Zorlu Center
I333789,C259086,Female,35,Cosmetics,283.53,Credit Card,2021-01-04,Kanyon
I845572,C274948,Male,21,Clothing,1651.12,Debit Card,2021-01-04,Metropol AVM
I247351,C622555,Female,25,Clothing,1692.99,Credit Card,2021-01-04,Metrocity
I137735,C476811,Female,56,Food & Beverage,87.22,Cash,2021-01-04,Istinye Park
I104180,C123055,Female,27,Shoes,1450.46,Cash,2021-01-04,Zorlu Center
I145675,C331380,Female,23,Clothing,2718.79,Credit Card,2021-01-04,Kanyon
I281912,C315116,Male,36,Shoes,1626.24,Cash,2021-01-04,Metropol AVM
I232182,C204448,Female,52,Food & Beverage,68.08,Credit Card,2021-01-04,Istinye Park
I877995,C155910,Male,61,Clothing,2188.2,Cash,2021-01-04,Emaar Square Mall
I524244,C678631,Male,49,Clothing,2883.2,Debit Card,2021-01-04,Mall of Istanbul
I135257,C148534,Female,21,Cosmetics,807.82,Debit Card,2021-01-04,Mall of Istanbul
I299003,C271265,Male,43,Clothing,2273.91,Credit Card,2021-01-04,Kanyon
I268033,C260000,Female,68,Food & Beverage,132.58,Credit Card,2021-01-04,Kanyon
I671022,C161392,Male,57,Clothing,1957.58,Cash,2021-01-04,Metrocity
I185142,C200592,Female,22,Souvenir,228.16,Cash,2021-01-04,Metrocity
I177287,C234844,Male,39,Cosmetics,170.77,Credit Card,2021-01-04,Metropol AVM
I121477,C744113,Male,34,Cosmetics,219.07,Credit Card,2021-01-04,Metropol AVM
I223017,C960964,Male,22,Food & Beverage,93.59,Debit Card,2021-01-05,Mall of Istanbul
I108413,C116477,Male,56,Technology,3460.14,Credit Card,2021-01-05,Kanyon
I209921,C832023,Male,46,Food & Beverage,61.02,Credit Card,2021-01-05,Metropol AVM
I301361,C192819,Female,63,Shoes,2441.39,Cash,2021-01-05,Istinye Park
I170410,C625430,Female,65,Cosmetics,923.93,Credit Card,2021-01-05,Zorlu Center
I296774,C126626,Female,44,Clothing,2926.72,Debit Card,2021-01-05,Kanyon
I965754,C799380,Female,55,Clothing,1254.22,Cash,2021-01-05,Mall of Istanbul
I267976,C280167,Female,20,Clothing,1514.64,Credit Card,2021-01-05,Mall of Istanbul
I199929,C172642,Male,45,Clothing,2525.44,Debit Card,2021-01-05,Metrocity
I408806,C126277,Female,69,Clothing,2645.05,Cash,2021-01-05,Metrocity
I266065,C699953,Female,30,Cosmetics,366.47,Credit Card,2021-01-05,Mall of Istanbul
I165655,C585080,Male,44,Shoes,1489.89,Credit Card,2021-01-05,Mall of Istanbul
I325965,C146772,Female,37,Clothing,1071.93,Debit Card,2021-01-05,Mall of Istanbul
I216992,C132983,Male,51,Books,427.7,Cash,2021-01-05,Istinye Park
I250629,C280444,Female,24,Cosmetics,978.97,Credit Card,2021-01-05,Mall of Istanbul
I300738,C313971,Female,27,Clothing,1054.89,Cash,2021-01-05,Metropol AVM
I324406,C333534,Female,21,Toys,979.48,Cash,2021-01-05,Kanyon
I458187,C842782,Male,50,Clothing,1745.62,Debit Card,2021-01-05,Metrocity
I264003,C309518,Female,33,Food & Beverage,63.08,Cash,2021-01-05,Kanyon
I251614,C146118,Male,40,Books,430.28,Credit Card,2021-01-05,Viaport Outlet
I620490,C198188,Male,51,Shoes,2393.55,Cash,2021-01-05,Kanyon
I972245,C269627,Female,39,Food & Beverage,94.65,Credit Card,2021-01-05,Cevahir AVM
I930504,C100630,Male,69,Shoes,2000.57,Credit Card,2021-01-05,Metropol AVM
I102182,C153009,Male,36,Souvenir,243.07,Credit Card,2021-01-05,Metropol AVM
I522113,C314236,Female,50,Clothing,1118.19,Debit Card,2021-01-05,Viaport Outlet
I256341,C215590,Female,37,Clothing,2514.57,Cash,2021-01-05,Istinye Park
I581970,C128779,Male,25,Shoes,1017.86,Credit Card,2021-01-05,Metrocity
I780535,C715375,Male,35,Books,173.2,Cash,2021-01-05,Kanyon
I100741,C828874,Male,41,Cosmetics,568.68,Debit Card,2021-01-05,Cevahir AVM
I977302,C148251,Male,32,Cosmetics,464.34,Credit Card,2021-01-05,Kanyon
I154916,C785568,Female,33,Cosmetics,749.69,Cash,2021-01-05,Kanyon
I623624,C981625,Female,62,Books,224.18,Cash,2021-01-05,Mall of Istanbul
I106079,C326322,Male,43,Shoes,1675.05,Credit Card,2021-01-05,Mall of Istanbul
I172545,C103301,Male,33,Cosmetics,611.34,Cash,2021-01-05,Kanyon
I297961,C205529,Male,69,Shoes,1133.13,Credit Card,2021-01-05,Mall of Istanbul
I132753,C221135,Female,56,Souvenir,238.73,Debit Card,2021-01-05,Kanyon
I184714,C807821,Male,40,Clothing,1746.03,Cash,2021-01-05,Forum Istanbul
I174645,C448834,Female,53,Shoes,2138.74,Cash,2021-01-05,Emaar Square Mall
I137867,C303362,Female,36,Clothing,2726.83,Debit Card,2021-01-05,Cevahir AVM
I729345,C122827,Female,64,Clothing,1547.09,Debit Card,2021-01-05,Cevahir AVM
I293563,C802659,Female,45,Cosmetics,899.6,Debit Card,2021-01-05,Kanyon
I339994,C233561,Male,36,Cosmetics,230.3,Cash,2021-01-05,Forum Istanbul
I212533,C145958,Female,49,Shoes,2732.75,Credit Card,2021-01-05,Istinye Park
I164237,C897525,Female,18,Books,289.06,Debit Card,2021-01-05,Kanyon
I302042,C246271,Female,40,Technology,659.67,Credit Card,2021-01-05,Mall of Istanbul
I893715,C522953,Female,48,Clothing,2369.59,Credit Card,2021-01-05,Kanyon
I301180,C197042,Male,29,Cosmetics,829.99,Debit Card,2021-01-05,Kanyon
I267683,C313858,Female,22,Food & Beverage,59.47,Debit Card,2021-01-05,Kanyon
I832646,C434239,Male,53,Clothing,2107.74,Credit Card,2021-01-05,Metropol AVM
I274427,C281497,Female,25,Cosmetics,807.44,Cash,2021-01-05,Kanyon
I758718,C312570,Female,54,Clothing,2033.1,Debit Card,2021-01-05,Mall of Istanbul
I285339,C303904,Female,51,Clothing,2148.68,Credit Card,2021-01-05,Forum Istanbul
I231426,C214192,Male,57,Clothing,1649.44,Credit Card,2021-01-05,Forum Istanbul
I191043,C239291,Female,49,Technology,3661.52,Cash,2021-01-05,Kanyon
I192691,C226702,Female,26,Food & Beverage,91.9,Cash,2021-01-05,Mall of Istanbul
I293130,C131045,Female,31,Clothing,2367.92,Cash,2021-01-05,Viaport Outlet
I619294,C331509,Male,19,Cosmetics,618.73,Cash,2021-01-05,Kanyon
I237567,C136606,Female,28,Food & Beverage,59.95,Cash,2021-01-05,Metropol AVM
I105947,C151620,Female,39,Food & Beverage,51.35,Credit Card,2021-01-05,Mall of Istanbul
I990513,C207707,Male,27,Food & Beverage,121.17,Cash,2021-01-05,Kanyon
I733915,C328586,Male,18,Books,282.06,Cash,2021-01-05,Mall of Istanbul
I274092,C574557,Female,30,Clothing,2067.42,Debit Card,2021-01-05,Kanyon
I190856,C260902,Female,24,Clothing,2055.7,Debit Card,2021-01-05,Mall of Istanbul
I876436,C294009,Male,22,Food & Beverage,122.47,Cash,2021-01-05,Metropol AVM
I331987,C216058,Male,30,Toys,832.48,Cash,2021-01-05,Metropol AVM
I910463,C303050,Female,40,Clothing,1532.65,Credit Card,2021-01-05,Kanyon
I383433,C249235,Male,51,Shoes,1382.65,Debit Card,2021-01-05,Istinye Park
I259556,C280706,Male,33,Shoes,1302.14,Cash,2021-01-05,Istinye Park
I703726,C157155,Male,51,Toys,865.99,Cash,2021-01-05,Metropol AVM
I322660,C235367,Male,40,Clothing,2273.65,Cash,2021-01-05,Metropol AVM
I224168,C272613,Male,19,Food & Beverage,141.06,Cash,2021-01-05,Forum Istanbul
I320438,C599404,Male,31,Clothing,1123.76,Cash,2021-01-05,Viaport Outlet
I226519,C926632,Male,65,Shoes,2493.65,Cash,2021-01-05,Metrocity
I249954,C117675,Male,40,Toys,524.43,Cash,2021-01-05,Forum Istanbul
I200926,C188625,Male,58,Food & Beverage,64.09,Cash,2021-01-05,Metropol AVM
I431336,C616195,Female,68,Food & Beverage,60.56,Cash,2021-01-05,Metropol AVM
I621581,C293897,Male,31,Toys,226.16,Credit Card,2021-01-05,Kanyon
I171799,C419192,Male,28,Clothing,1791.73,Cash,2021-01-05,Metrocity
I486665,C175480,Male,35,Toys,797.77,Cash,2021-01-05,Cevahir AVM
I766171,C240703,Female,46,Cosmetics,258.3,Credit Card,2021-01-05,Istinye Park
I525781,C312053,Male,51,Cosmetics,308.38,Debit Card,2021-01-05,Istinye Park
I449544,C256177,Female,41,Toys,232.86,Credit Card,2021-01-05,Metropol AVM
I327161,C231469,Male,28,Clothing,1386.01,Credit Card,2021-01-05,Kanyon
I285372,C266158,Female,69,Food & Beverage,90.87,Cash,2021-01-05,Mall of Istanbul
I275978,C808769,Female,66,Technology,864.85,Credit Card,2021-01-05,Mall of Istanbul
I287792,C286903,Female,42,Clothing,2878.73,Debit Card,2021-01-05,Mall of Istanbul
I158650,C111767,Male,52,Toys,187.36,Cash,2021-01-05,Kanyon
I321279,C206884,Male,67,Food & Beverage,117.77,Credit Card,2021-01-05,Forum Istanbul
I293956,C123090,Male,55,Shoes,1657.0,Cash,2021-01-05,Metropol AVM
I141704,C985194,Male,54,Clothing,1555.4,Cash,2021-01-05,Kanyon
I117172,C940656,Female,65,Food & Beverage,79.35,Cash,2021-01-05,Mall of Istanbul
I206525,C152027,Male,62,Clothing,1103.19,Credit Card,2021-01-05,Metrocity
I254436,C106817,Male,47,Food & Beverage,98.37,Cash,2021-01-05,Mall of Istanbul
I168451,C127456,Female,38,Books,286.45,Debit Card,2021-01-05,Kanyon
I977927,C278442,Female,27,Clothing,1585.3,Debit Card,2021-01-05,Forum Istanbul
I216669,C228699,Female,40,Toys,988.31,Credit Card,2021-01-05,Metrocity
I261080,C242985,Male,60,Clothing,1948.43,Cash,2021-01-05,Metrocity
I122581,C119476,Male,25,Shoes,2292.02,Debit Card,2021-01-05,Istinye Park
I138227,C352599,Female,30,Clothing,1432.37,Credit Card,2021-01-05,Kanyon
I283092,C130414,Male,64,Clothing,2398.65,Cash,2021-01-05,Metropol AVM
I207618,C228640,Male,31,Shoes,2855.07,Credit Card,2021-01-05,Cevahir AVM
I176241,C251730,Female,42,Clothing,1234.2,Cash,2021-01-05,Mall of Istanbul
I196907,C777282,Male,28,Cosmetics,660.15,Credit Card,2021-01-05,Emaar Square Mall
I277607,C212374,Male,57,Food & Beverage,53.52,Credit Card,2021-01-05,Zorlu Center
